epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,986.903,0.70277,0.54057,0.81993,0.6243,0.76123,0.78375,0.45928,0.86189,0.60053,0.87903,0.0007385,0.0007385,0.0007385
126,995.708,0.65935,0.50741,0.81605,0.56921,0.7991,0.79789,0.46607,0.84435,0.59381,0.86992,0.000734375,0.000734375,0.000734375
127,1004.13,0.71473,0.52501,0.81651,0.62367,0.79469,0.68423,0.45985,0.80059,0.5852,0.86555,0.00073025,0.00073025,0.00073025
128,1011.24,0.66081,0.50683,0.81023,0.57147,0.85568,0.65722,0.45289,0.88724,0.61486,0.87339,0.000726125,0.000726125,0.000726125
129,1018.68,0.65623,0.5038,0.81528,0.53932,0.86112,0.62452,0.45228,0.84557,0.5904,0.86675,0.000722,0.000722,0.000722
130,1026.75,0.7021,0.52104,0.82,0.88694,0.56464,0.63264,0.4555,0.837,0.56651,0.86816,0.000717875,0.000717875,0.000717875
131,1034.86,0.65407,0.50182,0.81947,0.55164,0.8875,0.64986,0.45905,0.86512,0.57591,0.87043,0.00071375,0.00071375,0.00071375
132,1041.79,0.62282,0.48779,0.80997,0.57244,0.83333,0.6704,0.47296,0.8159,0.55163,0.86626,0.000709625,0.000709625,0.000709625
133,1050.81,0.6584,0.48369,0.81594,0.62958,0.8279,0.70378,0.47679,0.8234,0.55452,0.86888,0.0007055,0.0007055,0.0007055
134,1057.58,0.6841,0.51768,0.81018,0.63548,0.8279,0.69045,0.46634,0.82027,0.58198,0.86561,0.000701375,0.000701375,0.000701375
135,1065.22,0.65898,0.49123,0.81565,0.79545,0.56653,0.59703,0.45261,0.78962,0.57692,0.86077,0.00069725,0.00069725,0.00069725
136,1072.69,0.66706,0.48152,0.81069,0.80667,0.5745,0.59643,0.44875,0.78584,0.5961,0.85928,0.000693125,0.000693125,0.000693125
137,1079.94,0.65139,0.59416,0.8208,0.80065,0.58344,0.60047,0.44641,0.78065,0.60303,0.85686,0.000689,0.000689,0.000689
138,1088.1,0.66009,0.57892,0.81431,0.46356,0.59078,0.60008,0.4384,0.78653,0.65367,0.85865,0.000684875,0.000684875,0.000684875
139,1096.36,0.64652,0.50244,0.80823,0.60085,0.81135,0.65929,0.44524,0.7877,0.66434,0.86338,0.00068075,0.00068075,0.00068075
140,1103.79,0.6572,0.50625,0.82542,0.58284,0.81159,0.79046,0.49631,0.80218,0.63778,0.87207,0.000676625,0.000676625,0.000676625
141,1112.44,0.65027,0.50059,0.82368,0.62141,0.84265,0.79674,0.49756,0.80269,0.61398,0.87055,0.0006725,0.0006725,0.0006725
142,1117.91,0.71973,0.52907,0.82297,0.56305,0.83937,0.80021,0.49413,0.81027,0.60669,0.87228,0.000668375,0.000668375,0.000668375
143,1125.9,0.67097,0.50163,0.81964,0.56837,0.85024,0.82002,0.53853,0.79981,0.60326,0.862,0.00066425,0.00066425,0.00066425
144,1133.9,0.65268,0.47855,0.81688,0.61273,0.85024,0.81191,0.5306,0.8022,0.59785,0.8633,0.000660125,0.000660125,0.000660125
145,1141.93,0.62748,0.46504,0.80849,0.67504,0.84559,0.82113,0.53199,0.81166,0.61351,0.86401,0.000656,0.000656,0.000656
146,1148.15,0.69676,0.51983,0.82284,0.72914,0.83373,0.80859,0.53421,0.80728,0.62424,0.86247,0.000651875,0.000651875,0.000651875
147,1155.53,0.62345,0.4804,0.81078,0.61872,0.83888,0.7781,0.4851,0.80254,0.62885,0.86362,0.00064775,0.00064775,0.00064775
148,1162.96,0.65664,0.47828,0.81025,0.49701,0.83333,0.61103,0.44266,0.82571,0.60333,0.86202,0.000643625,0.000643625,0.000643625
149,1170.21,0.66579,0.48019,0.81061,0.51168,0.83333,0.64343,0.45411,0.82459,0.60252,0.86176,0.0006395,0.0006395,0.0006395
150,1178.67,0.67111,0.49215,0.81284,0.51624,0.87494,0.80078,0.49287,0.81707,0.60388,0.86221,0.000635375,0.000635375,0.000635375
151,1184.87,0.63142,0.47048,0.80652,0.68027,0.84975,0.79839,0.51375,0.82382,0.61003,0.86426,0.00063125,0.00063125,0.00063125
152,1193.29,0.65477,0.47915,0.81305,0.70629,0.83333,0.77796,0.47613,0.80641,0.59579,0.86033,0.000627125,0.000627125,0.000627125
153,1199.88,0.68008,0.48958,0.81145,0.68814,0.83245,0.78018,0.48211,0.82165,0.58878,0.86202,0.000623,0.000623,0.000623
154,1207.38,0.60302,0.44764,0.80568,0.582,0.82765,0.65401,0.44269,0.82849,0.58405,0.8627,0.000618875,0.000618875,0.000618875
155,1214.15,0.64742,0.50452,0.80681,0.55579,0.82765,0.61089,0.42796,0.83103,0.59635,0.86812,0.00061475,0.00061475,0.00061475
156,1222.45,0.58234,0.4439,0.81454,0.52938,0.82765,0.59305,0.42149,0.84707,0.57785,0.86711,0.000610625,0.000610625,0.000610625
157,1228.62,0.63299,0.45649,0.8183,0.54747,0.85543,0.60169,0.42529,0.8128,0.56996,0.8632,0.0006065,0.0006065,0.0006065
158,1237,0.64299,0.46847,0.80584,0.53779,0.86111,0.64943,0.45077,0.78815,0.56004,0.8559,0.000602375,0.000602375,0.000602375
159,1244.7,0.64318,0.474,0.81204,0.52612,0.83333,0.69265,0.46178,0.76833,0.55111,0.85447,0.00059825,0.00059825,0.00059825
160,1251.69,0.59031,0.44921,0.80406,0.72488,0.8447,0.81016,0.49774,0.8034,0.56062,0.8697,0.000594125,0.000594125,0.000594125
161,1259.78,0.71463,0.52124,0.8165,0.72864,0.81678,0.8092,0.49721,0.81672,0.55274,0.8733,0.00059,0.00059,0.00059
162,1266.41,0.6475,0.46507,0.8066,0.52222,0.86111,0.67143,0.47625,0.7976,0.52907,0.86028,0.000585875,0.000585875,0.000585875
163,1274.5,0.62599,0.44579,0.81104,0.82015,0.60455,0.63782,0.46421,0.81212,0.56895,0.85873,0.00058175,0.00058175,0.00058175
164,1282.29,0.60575,0.4495,0.80672,0.7772,0.59999,0.6013,0.44757,0.81764,0.58635,0.86226,0.000577625,0.000577625,0.000577625
165,1289.58,0.63635,0.47709,0.81401,0.78963,0.57765,0.59298,0.44317,0.83415,0.58398,0.86622,0.0005735,0.0005735,0.0005735
166,1298.25,0.6903,0.47294,0.80493,0.8383,0.54419,0.57737,0.43458,0.81662,0.56609,0.86457,0.000569375,0.000569375,0.000569375
167,1304.29,0.66329,0.45898,0.81079,0.81414,0.53437,0.57793,0.43209,0.83714,0.59404,0.86946,0.00056525,0.00056525,0.00056525
168,1311.89,0.62156,0.45216,0.8024,0.80589,0.53235,0.57316,0.42866,0.80736,0.57593,0.86742,0.000561125,0.000561125,0.000561125
